Município,agropecuario,transformacao/industrial,comercio e atividades essenciais,atividades financeiras servicos profissionais e tecnicos,administracao publica,saude,educacao e cultura,sum,classe
Cândido Godói,1.5177065767284992,35.91905564924115,28.499156829679595,6.323777403035413,21.66947723440135,4.1315345699831365,1.93929173693086,1186,2
Candiota,9.264585045193098,66.20788824979458,10.47658175842235,4.19063270336894,8.66885784716516,1.0065735414954808,0.1848808545603944,4868,5
Canela,0.7733870113359467,21.79256277148003,42.17607797436169,15.033372179256277,10.869795529187414,3.6126708337747644,5.742133700603878,9439,4
Canguçu,6.936303243454474,6.05705353653771,47.44040640875342,6.760453302071122,25.127002735443533,5.900742477530285,1.7780382962094567,5118,1
Canoas,0.04082220728076073,18.874267601575255,40.69974065891845,16.396119489002018,8.394966861972913,8.172846028239363,7.421237153011238,83288,4
Canudos do Vale,1.7647058823529411,17.647058823529413,14.117647058823529,2.941176470588235,63.52941176470588,0.0,0.0,170,3
Capão Bonito do Sul,31.08108108108108,12.837837837837837,13.175675675675674,0.6756756756756757,41.891891891891895,0.33783783783783783,0.0,296,0
Capão da Canoa,0.08774728781110401,13.305679642629228,45.46107211231653,16.84747925973197,14.877153797064455,3.980536056158264,5.440331844288449,12536,4
Capão do Cipó,29.411764705882355,0.4524886877828055,21.49321266968326,2.7149321266968327,45.92760180995475,0.0,0.0,442,0
Capão do Leão,18.13426329555362,29.09038070328393,21.970357454228424,4.620749782040105,25.021795989537924,0.3777971519907004,0.7846556233653008,3441,1
Capela de Santana,5.519713261648746,42.58064516129032,20.78853046594982,1.935483870967742,28.888888888888886,0.07168458781362007,0.21505376344086022,1395,2
Capitão,19.18238993710692,39.15094339622642,8.962264150943396,1.729559748427673,30.18867924528302,0.0,0.7861635220125787,636,2
Capivari do Sul,25.366695427092324,15.703192407247627,32.78688524590164,5.43572044866264,20.18981880931838,0.3451251078515962,0.1725625539257981,1159,0
Caraá,0.5415162454873645,68.32129963898917,7.671480144404332,1.6245487364620936,21.119133574007222,0.7220216606498195,0.0,1108,5
Carazinho,5.060958321519705,17.649560533030908,46.88829033172668,9.71789055854834,9.888006804649844,6.003685851998866,4.791607598525659,14108,4
Carlos Barbosa,0.42897211681240716,62.38244514106584,19.138755980861244,9.363141395809272,4.2402243854149475,2.6068305560138594,1.8396304240224384,12122,5
Carlos Gomes,0.0,7.2727272727272725,10.303030303030303,1.2121212121212122,81.21212121212122,0.0,0.0,165,6
Casca,5.886475122634898,24.877365101611773,40.679747722494746,13.209530483531884,11.422564821303434,2.347582340574632,1.5767344078486334,2854,4
Caseiros,14.049586776859504,13.016528925619836,35.9504132231405,3.925619834710744,32.438016528925615,0.6198347107438017,0.0,484,1
Catuípe,13.838936669272869,6.9585613760750595,37.76387802971071,10.16419077404222,30.179827990617667,0.8600469116497262,0.23455824863174357,1279,1
Caxias do Sul,1.2450664480332525,43.909724737989464,27.961561195111255,10.74799321219517,4.6586712935598475,6.035934689623175,5.441048423487838,157341,2
Centenário,1.6129032258064515,8.46774193548387,23.387096774193548,5.64516129032258,60.88709677419355,0.0,0.0,248,3
Cerrito,12.943632567849686,6.471816283924843,20.041753653444676,4.175365344467641,56.36743215031316,0.0,0.0,479,3
Cerro Branco,1.2626262626262625,3.2828282828282833,27.27272727272727,7.575757575757576,57.32323232323232,3.2828282828282833,0.0,396,3
Cerro Grande,0.36496350364963503,0.36496350364963503,25.18248175182482,4.014598540145985,69.7080291970803,0.36496350364963503,0.0,274,6
Cerro Grande do Sul,3.404255319148936,17.4468085106383,35.1063829787234,4.361702127659575,39.361702127659576,0.3191489361702127,0.0,940,1
Cerro Largo,3.131991051454139,17.16203259827421,51.486097794822626,8.501118568232663,12.847555129434324,3.100031959092362,3.7711728986896773,3129,4
Chapada,7.564224548049476,30.589914367269266,37.82112274024738,4.043767840152237,17.411988582302566,2.1883920076117986,0.3805899143672693,2102,4
Charqueadas,1.2343820562998644,33.35842239951829,37.994881830498265,5.931055246123739,16.859852476290833,2.6192985097094685,2.0021074815595363,6643,4
Charrua,14.035087719298245,0.8771929824561403,18.859649122807017,3.070175438596491,63.1578947368421,0.0,0.0,228,3
Chiapetta,20.62415196743555,2.9850746268656714,25.237449118046136,4.884667571234735,40.97693351424695,5.291723202170964,0.0,737,0
Chuí,1.7957351290684627,1.3468013468013467,72.55892255892256,2.749719416386083,19.865319865319865,1.2345679012345678,0.44893378226711567,1782,1
Chuvisca,5.182926829268292,8.841463414634147,13.109756097560975,4.2682926829268295,68.29268292682927,0.3048780487804878,0.0,328,6
Cidreira,0.9683098591549295,3.653169014084507,41.94542253521127,4.709507042253521,46.96302816901409,0.5721830985915494,1.1883802816901408,2272,1
Ciríaco,14.615384615384617,18.461538461538463,43.333333333333336,16.153846153846153,0.0,7.435897435897436,0.0,390,4
Colinas,3.233830845771144,43.53233830845771,16.666666666666664,2.9850746268656714,32.83582089552239,0.4975124378109453,0.24875621890547264,402,2
Colorado,9.45179584120983,11.531190926275993,30.623818525519848,7.372400756143667,40.45368620037807,0.3780718336483932,0.1890359168241966,529,3
Condor,16.23268698060942,27.811634349030474,35.45706371191136,2.1052631578947367,16.67590027700831,1.7174515235457064,0.0,1805,4
Constantina,0.8512769153730596,33.550325488232346,38.607911867801704,9.614421632448673,14.071106659989985,3.1547320981472207,0.15022533800701052,1997,4
Coqueiro Baixo,3.007518796992481,4.511278195488721,12.781954887218044,2.2556390977443606,77.44360902255639,0.0,0.0,133,6
Coqueiros do Sul,8.0,6.545454545454546,26.90909090909091,2.181818181818182,56.00000000000001,0.36363636363636365,0.0,275,3
Coronel Barros,21.374045801526716,7.37913486005089,26.463104325699742,3.307888040712468,41.221374045801525,0.2544529262086514,0.0,393,0
Coronel Bicaco,17.311827956989248,4.516129032258064,34.086021505376344,5.483870967741936,34.623655913978496,3.870967741935484,0.10752688172043011,930,1
Coronel Pilar,0.7874015748031495,2.3622047244094486,32.28346456692913,3.149606299212598,61.417322834645674,0.0,0.0,127,3
Cotiporã,0.28328611898017,61.89801699716714,10.198300283286118,3.5410764872521248,23.937677053824363,0.141643059490085,0.0,706,5
Coxilha,33.38323353293413,8.832335329341317,20.209580838323355,6.287425149700598,31.2874251497006,0.0,0.0,668,0
Crissiumal,1.9815059445178336,29.634522236900047,33.37736679876706,8.102157639806252,20.123293703214443,5.988551298987231,0.7926023778071334,2271,1
Cristal,15.879828326180256,2.3605150214592276,18.798283261802577,51.67381974248927,11.030042918454935,0.17167381974248927,0.08583690987124463,2330,4
Cristal do Sul,2.6785714285714284,1.7857142857142856,10.714285714285714,4.464285714285714,79.46428571428571,0.8928571428571428,0.0,224,6
Cruz Alta,8.134234517447343,14.563030493555484,37.2052813580635,8.935869223514619,15.781200880226343,8.472178560201195,6.908204966991511,12724,4
Cruzaltense,0.0,3.1413612565445024,15.18324607329843,4.18848167539267,77.4869109947644,0.0,0.0,191,6
Cruzeiro do Sul,4.7714381047714385,44.94494494494494,30.663997330663996,8.508508508508509,9.242575909242575,1.8351685018351684,0.033366700033366704,2997,2
David Canabarro,1.3647642679900744,13.027295285359802,22.8287841191067,7.320099255583126,50.86848635235732,4.466501240694789,0.12406947890818859,806,3
Derrubadas,1.4084507042253522,13.380281690140844,28.87323943661972,4.577464788732395,51.40845070422535,0.35211267605633806,0.0,284,3
Dezesseis de Novembro,9.547738693467336,0.5025125628140703,13.5678391959799,3.5175879396984926,72.8643216080402,0.0,0.0,199,6
Dilermando de Aguiar,25.43352601156069,8.38150289017341,17.63005780346821,2.023121387283237,46.53179190751445,0.0,0.0,346,0
Dois Irmãos,0.2704073009971269,59.58255872908569,23.78739225959101,5.053236437383809,6.565827277336488,1.1238803447693089,3.616697650836573,11834,2
Dois Irmãos das Missões,34.005037783375315,0.2518891687657431,13.09823677581864,1.7632241813602016,0.0,0.0,50.88161209068011,397,0
Dois Lajeados,4.0241448692152915,24.547283702213278,26.559356136820927,11.066398390342053,22.535211267605636,11.267605633802818,0.0,497,1
Dom Feliciano,4.639684106614018,3.948667324777887,33.366238894373154,5.824284304047384,46.29812438302073,5.429417571569595,0.4935834155972359,1013,3
Dom Pedrito,29.503839338452455,8.195510927347902,31.674542232722974,4.57767277023036,19.063792085056114,4.754873006497342,2.229769639692853,6772,0
Dom Pedro de Alcântara,10.5,11.25,35.25,0.5,42.5,0.0,0.0,400,1
Dona Francisca,0.0,44.4954128440367,11.009174311926607,4.3577981651376145,39.44954128440367,0.6880733944954129,0.0,436,2
Doutor Maurício Cardoso,6.188925081433225,11.074918566775244,39.25081433224756,6.351791530944626,36.48208469055375,0.6514657980456027,0.0,614,1
Doutor Ricardo,2.366863905325444,54.142011834319526,14.497041420118343,1.7751479289940828,27.218934911242602,0.0,0.0,338,2
Eldorado do Sul,0.8714733542319749,11.592476489028213,38.940438871473354,39.824451410658305,6.300940438871473,0.11912225705329155,2.3510971786833856,15950,4
Encantado,1.1661425576519917,52.882599580712785,27.070230607966455,8.16299790356394,5.1100628930817615,4.022536687631027,1.5854297693920334,7632,2
Encruzilhada do Sul,26.239224137931032,16.89116379310345,27.155172413793103,3.8523706896551726,21.955818965517242,3.5829741379310347,0.3232758620689655,3712,0
Engenho Velho,3.4482758620689653,31.03448275862069,36.206896551724135,12.068965517241379,17.24137931034483,0.0,0.0,58,4
Entre Rios do Sul,1.5345268542199488,14.322250639386189,26.854219948849106,3.0690537084398977,51.406649616368284,2.813299232736573,0.0,391,3
Entre-ijuís,14.689655172413794,4.344827586206897,50.206896551724135,4.275862068965517,25.310344827586206,0.9655172413793104,0.20689655172413793,1450,1
Erebango,23.262032085561497,13.368983957219251,14.171122994652407,6.149732620320856,42.780748663101605,0.0,0.267379679144385,374,0
Erechim,0.7103594080338266,39.98026779422128,30.85271317829457,10.51444679351656,6.861169837914025,5.24031007751938,5.8407329105003525,35475,2
Ernestina,11.66077738515901,9.010600706713781,34.45229681978799,9.540636042402827,34.09893992932862,0.35335689045936397,0.88339222614841,566,1
Erval Grande,19.57831325301205,18.373493975903614,20.33132530120482,4.367469879518072,37.1987951807229,0.15060240963855423,0.0,664,0
Erval Seco,6.004901960784314,13.602941176470587,36.27450980392157,6.61764705882353,34.19117647058824,2.8186274509803924,0.49019607843137253,816,1
Esmeralda,22.519083969465647,4.198473282442748,29.00763358778626,5.7251908396946565,38.54961832061068,0.0,0.0,524,0
Esperança do Sul,0.6211180124223602,27.639751552795033,11.180124223602485,3.4161490683229814,57.14285714285714,0.0,0.0,322,3
Espumoso,6.079797340088663,15.072830905636478,50.12666244458518,7.061431285623812,14.122862571247625,6.3331222292590255,1.2032932235592146,3158,4
Estação,4.945340968245706,58.25091098386257,17.43883394065591,4.893284747527329,12.024986985944821,2.3945861530452888,0.052056220718375845,1921,5
Estância Velha,0.25356576862123614,41.06973058637084,28.787638668779714,18.14580031695721,8.676703645007924,0.705229793977813,2.3613312202852614,12620,2
Esteio,0.6242969628796401,33.07649043869516,31.451068616422944,12.739032620922385,12.530933633295838,5.888638920134983,3.689538807649044,17780,4
Estrela,5.629239647666296,37.80500151867976,35.52698187708819,7.390908170497114,8.524855725422698,2.1261516654854713,2.9968613951604737,9877,2
