Município,agropecuario,transformacao/industrial,comercio e atividades essenciais,atividades financeiras servicos profissionais e tecnicos,administracao publica,saude,educacao e cultura,sum,classe
Estrela Velha,7.264957264957266,0.641025641025641,42.0940170940171,3.205128205128205,46.794871794871796,0.0,0.0,468,1
Eugênio de Castro,19.047619047619047,2.5210084033613445,28.011204481792717,5.602240896358544,42.857142857142854,1.9607843137254901,0.0,357,0
Fagundes Varela,0.9615384615384616,54.03846153846153,14.807692307692308,4.423076923076923,25.576923076923073,0.19230769230769232,0.0,520,2
Farroupilha,3.4728016847458973,45.13847498708626,33.786307466126274,6.357531688322009,4.644971589780267,3.858227043350419,2.7416855405888665,25167,2
Faxinal do Soturno,0.22505626406601648,25.431357839459867,36.23405851462866,7.876969242310578,18.37959489872468,10.577644411102776,1.275318829707427,1333,1
Faxinalzinho,5.038759689922481,6.976744186046512,27.131782945736433,3.875968992248062,56.97674418604651,0.0,0.0,258,3
Fazenda Vilanova,4.0310077519379846,38.44961240310077,20.0,9.612403100775193,27.44186046511628,0.46511627906976744,0.0,645,2
Feliz,0.6568575932737782,44.87651077246453,33.44718864950079,4.887020493956911,10.535995796111402,3.652128218602207,1.9442984760903836,3806,2
Flores da Cunha,3.3173996175908225,57.17973231357553,25.03824091778203,5.028680688336521,5.994263862332696,1.7590822179732315,1.6826003824091778,10460,2
Floriano Peixoto,0.0,5.853658536585367,16.585365853658537,5.365853658536586,72.1951219512195,0.0,0.0,205,6
Fontoura Xavier,4.073033707865169,22.823033707865168,26.474719101123593,4.49438202247191,22.752808988764045,19.382022471910112,0.0,1424,1
Formigueiro,11.543450064850843,18.15823605706874,27.107652399481193,5.058365758754864,37.48378728923476,0.648508430609598,0.0,771,1
Forquetinha,0.9009009009009009,41.74174174174174,8.408408408408409,4.2042042042042045,43.54354354354354,0.6006006006006006,0.6006006006006006,333,2
Fortaleza dos Valos,27.941176470588236,1.2032085561497325,29.946524064171122,4.545454545454546,34.893048128342244,1.3368983957219251,0.1336898395721925,748,0
Frederico Westphalen,1.1555454854423928,30.157471394584796,38.34824968845588,9.924096522034667,10.037385295117254,4.055738076356633,6.321513538008383,8827,4
Garibaldi,2.2086710790510895,56.88257603926527,25.180337621774374,7.369673533130067,4.194244069309139,2.3127835204878413,1.8517141369822263,13447,2
Garruchos,19.88795518207283,11.484593837535014,17.086834733893557,0.8403361344537815,50.42016806722689,0.2801120448179272,0.0,357,0
Gaurama,8.41889117043121,38.19301848049281,18.68583162217659,7.7002053388090355,22.895277207392198,2.8747433264887063,1.2320328542094456,974,2
General Câmara,7.556270096463022,9.163987138263666,28.45659163987138,6.109324758842444,47.58842443729904,0.8038585209003215,0.3215434083601286,622,3
Gentil,18.803418803418804,17.37891737891738,20.7977207977208,1.9943019943019942,40.45584045584046,0.0,0.5698005698005698,351,0
Getúlio Vargas,1.8973485769885674,27.29262953052785,41.838968620773535,5.643395767453175,10.605692045730967,5.862320603259548,6.8596448552663585,4111,4
Giruá,6.924643584521386,13.679565512559403,40.42769857433808,7.128309572301425,23.18397827562797,6.008146639511202,2.6476578411405294,2946,1
Glorinha,3.670588235294118,52.65882352941177,14.635294117647057,12.141176470588237,14.964705882352941,1.835294117647059,0.09411764705882353,2125,2
Gramado,0.652545999144202,19.752888318356867,52.1074026529739,11.178861788617885,8.124732563115105,3.4392383397518183,4.744330338040222,18696,4
Gramado dos Loureiros,4.0,7.5,10.5,2.5,75.5,0.0,0.0,200,6
Gramado Xavier,1.8181818181818181,9.090909090909092,19.272727272727273,5.454545454545454,64.0,0.36363636363636365,0.0,275,3
Gravataí,0.3700865404384965,45.01598100970075,28.53030784471318,9.917571634175063,9.485804003663482,3.254144782340517,3.426104184968505,53501,2
Guabiju,8.396946564885496,27.099236641221374,12.977099236641221,3.0534351145038165,41.98473282442748,6.488549618320611,0.0,262,3
Guaíba,5.3288637151774365,27.308981620621893,38.06496358802451,13.02739567680037,10.894694254999422,2.1095827072014792,3.2655184371748933,17302,4
Guaporé,0.546513009385767,57.95414043008198,20.565522157538314,6.023523820838779,9.789711298562432,3.255316621123916,1.8652726624688132,8417,2
Guarani das Missões,3.2287822878228782,20.29520295202952,29.612546125461254,9.778597785977858,27.121771217712176,9.778597785977858,0.18450184501845018,1084,1
Harmonia,3.152088258471237,56.42237982663515,19.62174940898345,4.885736800630418,15.602836879432624,0.31520882584712373,0.0,1269,5
Herval,20.833333333333336,1.171875,22.395833333333336,7.8125,47.39583333333333,0.390625,0.0,768,3
Herveiras,0.0,0.9615384615384616,18.75,4.807692307692308,75.0,0.4807692307692308,0.0,208,6
Horizontina,0.7200561995082543,43.43168247277836,29.69792764313312,5.900948366701791,12.223393045310853,2.212855637513172,5.813136635054443,5694,2
Hulha Negra,6.386946386946386,75.8041958041958,3.3566433566433567,0.5594405594405595,13.846153846153847,0.046620046620046623,0.0,2145,5
Humaitá,6.272617611580217,10.735826296743065,41.61640530759952,11.097708082026537,27.503015681544028,2.7744270205066344,0.0,829,1
Ibarama,0.2915451895043732,16.909620991253643,19.533527696793,4.664723032069971,58.309037900874635,0.2915451895043732,0.0,343,3
Ibiaçá,18.842530282637952,12.516823687752353,33.64737550471063,4.172274562584119,26.51413189771198,3.3647375504710633,0.9421265141318977,743,0
Ibiraiaras,4.511970534069982,9.392265193370166,47.697974217311234,13.627992633517497,20.534069981583794,3.591160220994475,0.6445672191528545,1086,4
Ibirapuitã,4.05727923627685,1.6706443914081146,29.116945107398568,7.637231503579953,57.04057279236277,0.47732696897374705,0.0,419,3
Ibirubá,3.503601833660773,32.61296660117878,39.7675180091683,7.318271119842828,10.396201702685003,4.485920104780615,1.9155206286836934,6108,4
Igrejinha,0.1813535570027203,63.86118209545791,18.440359409776605,5.654933641084824,7.353062402110296,3.0170637210452558,1.4920451735223808,12131,5
Ijuí,0.7802282054751275,18.761556848419247,40.06223785685293,11.396743787489289,11.044964596581428,10.94123483515988,7.013033870022099,22173,4
Ilópolis,3.82262996941896,35.015290519877674,14.678899082568808,8.868501529051988,25.993883792048926,11.46788990825688,0.1529051987767584,654,2
Imbé,0.02735229759299781,6.5098468271334795,49.316192560175054,5.4431072210065645,37.58205689277899,0.5470459518599562,0.574398249452954,3656,1
Imigrante,0.40040040040040037,68.96896896896897,10.81081081081081,3.303303303303303,0.0,0.3003003003003003,16.216216216216218,999,5
Independência,10.69676153091266,32.67909715407262,22.276741903827283,5.986261040235525,28.066732090284592,0.2944062806673209,0.0,1019,1
Inhacorá,8.571428571428571,1.0714285714285714,10.714285714285714,6.428571428571428,73.21428571428571,0.0,0.0,280,6
Ipê,25.94254937163375,22.17235188509874,24.775583482944345,6.014362657091562,20.91561938958707,0.17953321364452424,0.0,1114,0
Ipiranga do Sul,10.588235294117647,12.549019607843137,16.470588235294116,7.0588235294117645,52.156862745098046,0.7843137254901961,0.39215686274509803,255,3
Iraí,0.5291005291005291,5.6878306878306875,41.93121693121693,5.6878306878306875,34.92063492063492,9.656084656084655,1.5873015873015872,756,1
Itaara,20.454545454545457,14.545454545454545,34.54545454545455,4.393939393939394,24.848484848484848,0.45454545454545453,0.7575757575757576,660,0
Itacurubi,28.000000000000004,0.0,9.75,4.0,58.25,0.0,0.0,400,0
Itapuca,4.375,7.5,10.0,4.375,73.75,0.0,0.0,160,6
Itaqui,22.773948515965678,16.936277957518637,29.65255310170207,8.257138838092558,18.483612322408216,3.1228020818680546,0.7736671824447883,7109,0
Itati,8.262108262108262,12.82051282051282,14.814814814814813,1.4245014245014245,62.10826210826211,0.5698005698005698,0.0,351,3
Itatiba do Sul,0.9584664536741214,12.460063897763577,14.376996805111823,7.667731629392971,63.897763578274756,0.6389776357827476,0.0,313,3
Ivorá,2.73224043715847,6.0109289617486334,16.39344262295082,13.661202185792352,57.92349726775956,3.278688524590164,0.0,183,3
Ivoti,0.5479102956167177,47.84658511722732,31.893476044852193,4.625382262996942,8.753822629969418,2.90519877675841,3.4276248725790013,7848,2
Jaboticaba,1.0256410256410255,3.3333333333333335,23.589743589743588,9.487179487179487,49.743589743589745,12.82051282051282,0.0,390,3
Jacuizinho,22.972972972972975,0.0,7.77027027027027,1.3513513513513513,67.9054054054054,0.0,0.0,296,0
Jacutinga,10.175438596491228,18.421052631578945,25.438596491228072,10.701754385964913,31.57894736842105,3.684210526315789,0.0,570,1
Jaguarão,19.91701244813278,2.8557481083719796,41.420551623138884,6.956309494752258,20.014644862094215,6.639004149377594,2.1967293141322917,4097,1
Jaguari,4.46685878962536,13.61671469740634,34.654178674351584,14.121037463976945,26.22478386167147,5.619596541786744,1.2968299711815563,1388,1
Jaquirana,13.636363636363635,38.70967741935484,17.595307917888565,4.545454545454546,25.513196480938415,0.0,0.0,682,2
Jari,33.57843137254902,0.24509803921568626,12.990196078431374,3.1862745098039214,50.0,0.0,0.0,408,0
Jóia,32.608695652173914,1.1441647597254003,24.485125858123567,4.004576659038902,35.58352402745996,2.1739130434782608,0.0,874,0
Júlio de Castilhos,15.65545425966677,11.757309022320026,41.464948129519016,5.595724614900974,19.742219427852874,3.8352719270669597,1.9490726186733733,3181,1
Lagoa Bonita do Sul,2.1739130434782608,0.5434782608695652,20.108695652173914,1.6304347826086956,75.54347826086956,0.0,0.0,184,6
Lagoa dos Três Cantos,12.131147540983607,10.819672131147541,19.01639344262295,3.278688524590164,54.09836065573771,0.0,0.6557377049180327,305,3
Lagoa Vermelha,3.0608812647157753,39.539186007399934,32.643794147325934,7.9212916246215945,11.251261352169525,3.195425496131853,2.388160107635385,5946,2
Lagoão,1.095890410958904,1.095890410958904,18.63013698630137,5.47945205479452,73.6986301369863,0.0,0.0,365,6
Lajeado,0.7622078901080492,38.411927297093555,32.32822402769634,11.96638467766703,5.276823854594187,5.229360359605774,6.025071893235056,35817,2
Lajeado do Bugre,0.7434944237918215,6.319702602230483,11.152416356877323,1.858736059479554,79.5539033457249,0.37174721189591076,0.0,269,6
Lavras do Sul,31.469115191986646,2.0868113522537564,21.786310517529213,5.175292153589315,35.2253756260434,4.173622704507513,0.08347245409015025,1198,0
Liberato Salzano,0.20325203252032523,20.32520325203252,26.21951219512195,6.097560975609756,43.49593495934959,3.6585365853658534,0.0,492,3
Lindolfo Collor,0.08688097306689835,81.624674196351,5.907906168549087,0.6950477845351868,11.642050390964378,0.0,0.043440486533449174,2302,5
Linha Nova,7.531380753138076,39.33054393305439,9.623430962343097,2.510460251046025,41.00418410041841,0.0,0.0,239,2
Maçambará,43.393393393393396,3.6036036036036037,5.555555555555555,4.354354354354354,43.093093093093096,0.0,0.0,666,0
Machadinho,2.2144522144522143,14.56876456876457,49.417249417249415,4.545454545454546,26.806526806526808,2.2144522144522143,0.2331002331002331,858,1
Mampituba,3.30188679245283,9.90566037735849,11.320754716981133,4.245283018867925,71.22641509433963,0.0,0.0,212,6
Manoel Viana,25.45235223160434,3.4981905910735827,29.674306393244876,3.739445114595899,37.273823884197824,0.3618817852834741,0.0,829,0
Maquiné,12.0,18.352941176470587,21.176470588235293,4.235294117647059,43.1764705882353,0.5882352941176471,0.4705882352941176,850,3
Maratá,3.1982942430703627,39.872068230277186,14.072494669509595,7.462686567164178,35.39445628997868,0.0,0.0,469,2
Marau,2.4553890078515344,48.14418272662384,23.254817987152034,12.469664525339043,8.515346181299071,2.9264810849393292,2.2341184867951465,14010,2
Marcelino Ramos,2.7210884353741496,19.45578231292517,37.55102040816327,10.204081632653061,24.897959183673468,5.170068027210884,0.0,735,1
Mariana Pimentel,11.11111111111111,10.802469135802468,18.51851851851852,5.246913580246913,54.01234567901234,0.30864197530864196,0.0,324,3
Mariano Moro,4.464285714285714,9.523809523809524,29.464285714285715,4.761904761904762,51.488095238095234,0.2976190476190476,0.0,336,3
Marques de Souza,4.227642276422764,27.15447154471545,27.31707317073171,8.292682926829269,24.390243902439025,8.455284552845528,0.16260162601626016,615,1
Mata,5.058365758754864,16.147859922178988,24.90272373540856,10.311284046692606,38.91050583657588,4.669260700389105,0.0,514,1
Mato Castelhano,15.339233038348082,6.489675516224189,20.058997050147493,5.604719764011799,52.50737463126843,0.0,0.0,339,3
Mato Leitão,0.4592422502870264,63.20321469575201,20.8955223880597,2.812858783008037,12.227324913892078,0.3444316877152698,0.0574052812858783,1742,5
Mato Queimado,2.803738317757009,8.411214953271028,27.102803738317753,4.672897196261682,56.54205607476636,0.46728971962616817,0.0,214,3
Maximiliano de Almeida,1.9298245614035088,11.75438596491228,36.666666666666664,6.315789473684211,39.122807017543856,4.2105263157894735,0.0,570,1
Minas do Leão,25.0,10.99290780141844,30.407801418439718,8.067375886524824,25.354609929078016,0.1773049645390071,0.0,1128,0
Miraguaí,0.23885350318471338,66.0031847133758,12.420382165605096,2.3089171974522293,18.869426751592357,0.15923566878980894,0.0,1256,5
Montauri,0.0,30.79584775086505,29.06574394463668,2.422145328719723,37.37024221453287,0.34602076124567477,0.0,289,1
Monte Alegre dos Campos,41.97860962566845,2.941176470588235,8.02139037433155,0.53475935828877,46.524064171122994,0.0,0.0,374,0
Monte Belo do Sul,1.574803149606299,51.181102362204726,11.548556430446194,4.199475065616798,30.183727034120732,1.0498687664041995,0.26246719160104987,381,2
Montenegro,3.962575674188222,40.23115024766098,25.771751638565064,11.627557912643217,7.700005003252114,6.6142992945414525,4.092660229148947,19987,2
Mormaço,5.7057057057057055,8.408408408408409,26.126126126126124,3.6036036036036037,55.85585585585585,0.3003003003003003,0.0,333,3
Morrinhos do Sul,3.3557046979865772,9.060402684563758,44.966442953020135,1.342281879194631,41.2751677852349,0.0,0.0,298,1
Morro Redondo,2.75,60.583333333333336,13.166666666666666,1.5,21.0,1.0,0.0,1200,5
Morro Reuter,7.390300230946882,61.95150115473441,14.318706697459586,1.8475750577367205,12.990762124711317,0.17321016166281755,1.327944572748268,1732,5
Mostardas,34.84672099340318,9.235545207605742,17.96662786185487,14.318975552968569,21.769499417927822,1.5521924718665114,0.3104384943733023,2577,0
Muçum,1.1283497884344147,46.638457921955805,10.578279266572638,27.785613540197463,9.35590032910202,4.419370004701458,0.09402914903620122,2127,2
Muitos Capões,47.61904761904761,1.4157014157014158,20.72072072072072,0.6435006435006435,29.601029601029598,0.0,0.0,777,0
Muliterno,0.0,14.705882352941178,22.268907563025213,5.042016806722689,56.72268907563025,1.2605042016806722,0.0,238,3
Não-Me-Toque,2.688552426772322,52.73807839252866,22.357435970001415,9.636337908589217,7.27324182821565,3.1838120843356443,2.1225413895570964,7067,2
Nicolau Vergueiro,16.091954022988507,2.2988505747126435,31.417624521072796,3.4482758620689653,45.593869731800766,1.1494252873563218,0.0,261,3
Nonoai,2.536427415002698,8.796546141392337,46.41122504047491,8.094981111710739,23.475445223961145,7.933081489476525,2.7522935779816518,1853,1
Nova Alvorada,2.231237322515213,11.561866125760648,64.3002028397566,4.158215010141988,17.545638945233264,0.2028397565922921,0.0,986,1
Nova Araçá,0.9704027171276078,78.4570596797671,8.782144590004853,3.7845705967976713,7.5691411935953425,0.3396409509946628,0.09704027171276079,2061,5
Nova Bassano,4.162330905306972,65.66077003121748,13.371488033298649,6.269510926118627,8.454734651404786,1.664932362122789,0.41623309053069724,3844,5
Nova Boa Vista,1.4893617021276597,54.680851063829785,14.468085106382977,2.3404255319148937,25.957446808510635,0.6382978723404255,0.425531914893617,470,2
Nova Bréscia,3.4274193548387095,27.62096774193548,27.21774193548387,7.056451612903227,26.814516129032256,7.661290322580645,0.20161290322580644,496,1
Nova Candelária,4.189044038668099,60.04296455424275,15.896885069817401,2.0408163265306123,17.508055853920514,0.10741138560687433,0.21482277121374865,931,5
Nova Esperança do Sul,0.7182320441988951,73.92265193370166,11.2707182320442,1.7679558011049725,12.099447513812155,0.22099447513812157,0.0,1810,5
Nova Hartz,0.0,76.80451701510759,10.178544178238974,2.670532580497482,9.33923393865405,0.39676484053105443,0.610407446970853,6553,5
Nova Pádua,8.333333333333332,31.666666666666664,27.22222222222222,6.944444444444445,25.833333333333336,0.0,0.0,360,1
Nova Palma,3.278688524590164,15.573770491803279,44.56967213114754,5.737704918032787,25.614754098360653,5.122950819672131,0.10245901639344263,976,1
Nova Petrópolis,2.7276542173730594,45.083228423555745,27.51433766960414,11.833822912295426,8.868373199048818,2.2800391663169677,1.692544411805847,7149,2
Nova Prata,2.744186046511628,48.81395348837209,26.476744186046513,6.953488372093024,9.523255813953488,3.488372093023256,2.0,8600,2
Nova Ramada,8.487084870848708,10.70110701107011,31.365313653136536,2.5830258302583027,46.494464944649444,0.36900369003690037,0.0,271,3
Nova Roma do Sul,0.0,55.03597122302158,17.086330935251798,4.856115107913669,22.48201438848921,0.3597122302158274,0.1798561151079137,556,2
Nova Santa Rita,0.9351699734613926,26.525969922911663,55.04865411348414,4.258814608871477,12.23303424744092,0.11373688866422343,0.8846202451661822,7913,4
Novo Barreiro,1.7857142857142856,14.285714285714285,32.589285714285715,3.125,47.767857142857146,0.4464285714285714,0.0,448,3
Novo Cabrais,6.896551724137931,10.610079575596817,26.790450928381965,2.9177718832891246,51.9893899204244,0.2652519893899204,0.5305039787798408,377,3
Novo Hamburgo,0.12964021355785718,34.24035016797469,32.42399319737374,13.953747717356455,5.113121541185162,8.271882013465854,5.867265149086245,71737,2
Novo Machado,3.1446540880503147,0.628930817610063,36.79245283018868,3.1446540880503147,55.9748427672956,0.3144654088050315,0.0,318,3
Novo Tiradentes,0.0,3.404255319148936,21.70212765957447,3.829787234042553,70.2127659574468,0.851063829787234,0.0,235,6
Novo Xingu,0.0,5.291005291005291,19.576719576719576,5.82010582010582,68.25396825396825,1.0582010582010581,0.0,189,6
Osório,2.1134110280048706,26.856844668638026,39.56340233084015,8.392763958949383,13.106627239519916,5.01826404592103,4.9486867281266305,11498,4
Paim Filho,3.165735567970205,6.33147113594041,33.33333333333333,9.683426443202979,40.03724394785848,7.4487895716946,0.0,537,1
Palmares do Sul,20.66027689030884,12.140575079872203,30.031948881789138,6.922257720979766,27.36954206602769,2.768903088391906,0.10649627263045794,1878,0
Palmeira das Missões,12.76226807698977,9.84914166811167,44.75463846020461,7.473556441824172,17.54811860586093,5.1326512918328415,2.4796254551760013,5767,1
Palmitinho,0.6274509803921569,36.627450980392155,33.568627450980394,5.411764705882352,18.745098039215684,3.9215686274509802,1.0980392156862746,1275,4
Panambi,1.4425673069505516,52.32585049757,24.96335724755072,4.535987040037028,12.419964514387102,2.1677080922625933,2.1445653012419963,12963,2
Pantano Grande,18.354978354978353,18.571428571428573,43.03030303030303,2.1212121212121215,16.969696969696972,0.8225108225108225,0.12987012987012986,2310,4
Paraí,5.439672801635992,49.73415132924335,28.22085889570552,3.8445807770961147,9.85685071574642,2.4130879345603273,0.49079754601227,2445,2
Paraíso do Sul,0.47244094488188976,25.03937007874016,28.03149606299213,6.141732283464567,35.74803149606299,4.566929133858268,0.0,635,1
Pareci Novo,14.911242603550296,18.224852071005916,35.976331360946745,2.8402366863905324,26.745562130177515,0.9467455621301776,0.35502958579881655,845,1
Parobé,0.4021549434706731,64.39031793004023,15.441232263449429,5.190075119508308,10.827832157219818,2.6936793383413007,1.0547082479702556,13179,5
Passa Sete,0.8733624454148471,9.170305676855897,20.52401746724891,3.4934497816593884,65.50218340611353,0.43668122270742354,0.0,229,3
Passo do Sobrado,6.097560975609756,28.17073170731707,24.634146341463413,8.780487804878048,31.463414634146343,0.3658536585365854,0.4878048780487805,820,1
Passo Fundo,1.6602788331185458,17.973522569415387,42.690254230196324,11.61693082729418,5.442768916634588,12.045389881002192,8.570854742338783,59749,4
Paulo Bento,2.1653543307086616,57.48031496062992,12.992125984251967,1.7716535433070866,25.0,0.19685039370078738,0.39370078740157477,508,2
Paverama,2.564102564102564,49.02874902874903,24.32012432012432,4.895104895104895,17.482517482517483,1.7094017094017095,0.0,1287,2
Pedras Altas,29.230769230769234,3.076923076923077,2.564102564102564,1.282051282051282,63.84615384615384,0.0,0.0,390,0
Pedro Osório,37.64805414551608,4.568527918781726,20.727580372250422,3.976311336717428,24.873096446700508,5.245346869712352,2.961082910321489,1182,0
Pejuçara,23.36578581363004,4.033379694019471,26.425591098748264,6.258692628650904,37.552155771905426,2.364394993045897,0.0,719,0
Pelotas,1.349487917531294,15.561951937880714,37.66784925363144,12.257848584242586,14.415958230135887,7.517236762835531,11.229667313742553,74695,4
Picada Café,0.2922908293752283,78.3339422725612,8.220679576178297,4.603580562659847,8.512970405553526,0.03653635367190354,0.0,2737,5
Pinhal,5.181347150259067,54.274611398963735,16.45077720207254,5.181347150259067,18.78238341968912,0.1295336787564767,0.0,772,5
Pinhal da Serra,11.504424778761061,11.209439528023598,10.32448377581121,1.1799410029498525,65.48672566371681,0.2949852507374631,0.0,339,3
Pinhal Grande,11.538461538461538,8.333333333333332,18.58974358974359,5.3418803418803416,52.35042735042735,3.632478632478633,0.2136752136752137,468,3
Pinheirinho do Vale,9.343936381709742,14.7117296222664,23.45924453280318,4.3737574552683895,46.91848906560636,1.1928429423459244,0.0,503,3
Pinheiro Machado,12.880396319886767,7.926397735314933,30.85633404104742,13.163481953290871,27.034677990092003,7.2894550601556976,0.8492569002123143,1413,1
Pinto Bandeira,14.556962025316455,37.34177215189873,21.835443037974684,3.1645569620253164,22.78481012658228,0.31645569620253167,0.0,316,2
Pirapó,4.528301886792453,0.37735849056603776,18.49056603773585,6.037735849056604,69.81132075471697,0.7547169811320755,0.0,265,6
Piratini,24.794569489103253,16.648803143979993,23.15112540192926,3.0367988567345483,26.580921757770632,5.251875669882101,0.5359056806002144,2799,0
Planalto,0.07739938080495357,21.671826625387,43.73065015479876,5.263157894736842,24.53560371517028,4.179566563467492,0.541795665634675,1292,1
Poço das Antas,1.0251630941286114,73.43895619757689,12.861136999068034,1.3979496738117427,11.09040074557316,0.1863932898415657,0.0,1073,5
Pontão,18.32191780821918,3.0821917808219177,24.143835616438356,2.5684931506849313,51.88356164383562,0.0,0.0,584,3
Ponte Preta,1.834862385321101,22.018348623853214,17.889908256880734,4.128440366972478,53.21100917431193,0.0,0.9174311926605505,218,3
Portão,0.37612230041252126,58.432419315700066,23.501577287066247,4.9381218150934245,9.76704683329289,1.067702014074254,1.9170104343605923,8242,2
Porto Alegre,0.22824892183562015,8.998575981948903,28.097384273156244,22.22193219817923,25.297202138057244,9.397069017021511,5.759587469801247,689598,1
Porto Lucena,4.312114989733059,5.95482546201232,33.67556468172484,9.44558521560575,38.809034907597535,7.802874743326489,0.0,487,1
Porto Mauá,2.11864406779661,2.9661016949152543,30.08474576271186,8.050847457627118,55.50847457627118,1.2711864406779663,0.0,236,3
Porto Vera Cruz,6.134969325153374,0.0,15.950920245398773,3.6809815950920246,74.23312883435584,0.0,0.0,163,6
Porto Xavier,2.8897338403041823,6.539923954372624,46.4638783269962,8.669201520912548,27.604562737642585,7.14828897338403,0.6844106463878328,1315,1
Pouso Novo,8.80281690140845,10.211267605633804,27.464788732394368,4.929577464788732,48.23943661971831,0.35211267605633806,0.0,284,3
Presidente Lucena,0.5309734513274336,82.53687315634218,7.964601769911504,0.7669616519174041,8.08259587020649,0.058997050147492625,0.058997050147492625,1695,5
Progresso,0.29542097488921715,20.6794682422452,36.336779911373704,3.6927621861152145,28.508124076809455,10.3397341211226,0.14771048744460857,677,1
Protásio Alves,30.745341614906835,15.527950310559005,16.77018633540373,2.7950310559006213,34.161490683229815,0.0,0.0,322,0
Putinga,3.6363636363636362,43.96694214876033,14.87603305785124,5.454545454545454,27.27272727272727,4.297520661157025,0.49586776859504134,605,2
Quaraí,16.33102580239144,4.153555695405916,48.26935179358087,4.814348646947765,19.60352422907489,5.915670232850849,0.9125235997482695,3178,1
Quatro Irmãos,17.689530685920577,6.137184115523466,11.191335740072201,1.444043321299639,63.537906137184116,0.0,0.0,277,3
Quevedos,23.75,3.125,14.6875,3.75,54.6875,0.0,0.0,320,0
Quinze de Novembro,7.877813504823152,16.720257234726688,36.4951768488746,3.858520900321544,31.511254019292608,3.215434083601286,0.3215434083601286,622,1
Redentora,3.231017770597738,1.2924071082390953,28.27140549273021,5.815831987075929,58.80452342487884,2.5848142164781907,0.0,619,3
Relvado,2.5974025974025974,19.480519480519483,20.77922077922078,8.225108225108226,48.484848484848484,0.0,0.4329004329004329,231,3
Restinga Sêca,7.749689183588894,27.517612929962702,30.37712391214256,8.619975134687111,21.75714877745545,3.398259428097804,0.5801906340654787,2413,1
Rio dos Índios,2.510460251046025,2.928870292887029,14.225941422594143,2.510460251046025,76.98744769874477,0.8368200836820083,0.0,239,6
Rio Grande,2.362898959619115,19.55783812378769,38.06207018162582,12.709398695115501,14.578557573620174,5.629518603420913,7.099717862810792,45368,4
Rio Pardo,7.334326135517498,26.079672375279227,39.501116902457184,5.5658972449739395,16.195085629188384,3.220402084884587,2.103499627699181,5372,4
Riozinho,2.187120291616039,69.68408262454435,8.262454434993925,2.7946537059538272,13.851761846901582,3.219927095990279,0.0,1646,5
Roca Sales,1.8323820967257436,70.92219885851607,10.003003905076598,6.398317813157105,7.750075097626915,0.6908981676179032,2.4031240612796636,3329,5
Rodeio Bonito,14.318010550113037,17.935192162773173,32.479276563677466,7.008289374529013,23.51168048229088,4.672192916352675,0.07535795026375283,1327,1
Rolador,11.965811965811966,5.982905982905983,10.683760683760683,0.4273504273504274,70.94017094017094,0.0,0.0,234,3
Rolante,1.2229406803486083,62.74950801236997,17.177396682597696,7.773404554399775,8.01236997469778,1.8836097835254428,1.1807703120607254,7114,5
Ronda Alta,4.93009565857248,14.643119941133186,42.89919058130979,6.254598969830758,21.85430463576159,9.271523178807946,0.14716703458425312,1359,1
Rondinha,5.805243445692884,13.48314606741573,35.39325842696629,8.98876404494382,30.89887640449438,5.2434456928838955,0.18726591760299627,534,1
Roque Gonzales,6.403940886699508,6.075533661740558,39.40886699507389,5.911330049261084,41.37931034482759,0.3284072249589491,0.49261083743842365,609,1
Rosário do Sul,21.903428971308607,8.74737578726382,39.328201539538135,5.283414975507348,16.25262421273618,6.070678796361092,2.4142757172848146,5716,1
Sagrada Família,0.3194888178913738,25.23961661341853,21.72523961661342,2.5559105431309903,50.159744408945684,0.0,0.0,313,3
Saldanha Marinho,6.572769953051644,5.868544600938967,39.436619718309856,3.9906103286384975,41.07981220657277,3.051643192488263,0.0,426,1
Salto do Jacuí,7.083333333333333,14.86111111111111,40.13888888888889,5.902777777777778,30.34722222222222,0.5555555555555556,1.1111111111111112,1440,1
Salvador das Missões,10.344827586206897,22.988505747126435,44.10919540229885,1.5804597701149428,20.689655172413794,0.28735632183908044,0.0,696,4
Salvador do Sul,20.675575352635487,38.789903489235336,23.088344469190794,4.120267260579064,11.061618411284336,1.3363028953229399,0.9279881217520415,2694,2
Sananduva,3.525732158089281,29.85499004833665,37.816320727893086,8.38783053738982,14.245095251634915,4.520898493033836,1.6491327836224055,3517,4
Santa Bárbara do Sul,20.84726867335563,5.295429208472687,40.96989966555184,4.682274247491638,24.02452619843924,3.7346711259754737,0.4459308807134894,1794,1
Santa Cecília do Sul,12.556053811659194,2.242152466367713,30.94170403587444,2.690582959641256,51.569506726457405,0.0,0.0,223,3
Santa Clara do Sul,0.6558810668998688,73.32750327940533,10.188019239177962,3.979011805859204,10.80017490161784,1.0056843025797988,0.043725404459991256,2287,5
Santa Cruz do Sul,1.9567037435713432,30.986724076067457,34.70876689391221,11.11589522784356,8.140174620260735,5.934696806602082,7.157038631742614,41805,4
Santa Margarida do Sul,45.22821576763486,4.564315352697095,10.995850622406639,0.0,39.211618257261414,0.0,0.0,482,0
Santa Maria,0.8460889822635739,14.074804556303505,36.57762723491832,17.81646157584073,7.694836284640341,8.306535751547113,14.683645614486416,69969,4
Santa Maria do Herval,1.557632398753894,67.86085150571132,15.939771547248183,2.336448598130841,12.09761163032191,0.1557632398753894,0.05192107995846314,1926,5
